Step; State; Reward
0; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
3; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
4; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
5; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
6; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
7; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
8; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
9; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
10; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
11; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
12; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
13; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
14; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
15; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
16; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
17; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
18; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
19; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
20; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
21; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
22; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
23; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
24; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
25; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
26; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
27; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
28; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
29; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
30; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
31; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
32; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
33; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
34; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
35; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
36; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
37; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
38; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
39; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
40; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
41; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
42; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
43; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
44; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
45; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
46; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
47; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
48; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
49; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
50; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
51; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
52; [[0.006405 0.       0.       0.       0.       0.       0.       0.
136; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
137; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
138; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
139; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
140; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
141; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
142; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
143; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
144; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
145; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
146; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
147; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
148; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
149; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
150; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
151; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
152; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
153; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
154; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
155; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
156; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
157; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
158; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
159; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
160; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
161; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
162; [[ 0.2147 10.68    0.      0.214   0.      0.      9.09    8.67    0.2145
   8.664   8.664   0.      0.      0.      0.      0.    ]]; [0.]
163; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
164; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
165; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
166; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
167; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
168; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
169; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
170; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
171; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
172; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
173; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
174; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
175; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
176; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
177; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
178; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
179; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
180; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
181; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
182; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
183; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
184; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
185; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
186; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
187; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
188; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
189; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
190; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
191; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
192; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
193; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
194; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
195; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
196; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
197; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
198; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
199; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
200; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
201; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
202; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
203; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
204; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
205; [[ 0.3313 10.12    0.      0.3325  0.      0.      8.01    7.965   0.3262
   7.965   7.965   0.      0.      0.      0.      0.    ]]; [0.]
206; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
207; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
208; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
209; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
210; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
211; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
212; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
213; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
214; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
215; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
216; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
217; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
218; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
219; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
220; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
221; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
222; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
223; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
224; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
225; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
226; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
227; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
228; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
229; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
230; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
231; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
232; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
233; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
234; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
235; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
236; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
237; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
238; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
239; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
240; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
241; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
242; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
243; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
244; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
245; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
246; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
247; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
248; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
249; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
250; [[5.205e-01 9.227e+00 1.431e-04 5.205e-01 3.014e-04 3.014e-04 9.148e+00
  9.172e+00 5.254e-01 9.172e+00 9.172e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
